Source_tissue	Target_tissue	Source_cytokine_ensembl	Target_cytokine_ensembl	Source_cytokine_genename	Target_cytokine_genename	Source_cytokine_description	Target_cytokine_description	Source_cytokine_uniprot	Target_cytokine_uniprot	Receptor_ensembl	Receptor_genename	Receptor_synonym	Receptor_uniprot	Receptor_description	Source_tissue_ontology	Target_tissue_ontology	reference_first	reference_second	Action.Sentiment_first	Action.Sentiment_second	NumPapers_first	NumPapers_second	Enrichment.Score_first	Enrichment.Score_second
memory B-cell	NK-cell	ENSG00000131142	ENSG00000143185	CCL25	XCL2	C-C motif chemokine ligand 25	X-C motif chemokine ligand 2	O15444	Q9UBD3	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	NK-cell	ENSG00000131142	ENSG00000164400	CCL25	CSF2	C-C motif chemokine ligand 25	Colony stimulating factor 2	O15444	P04141	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	CL_0000623	NA	NA	NA	Positive	NA	4	NA	0.43
memory B-cell	NK-cell	ENSG00000131142	ENSG00000182393	CCL25	IFNL1	C-C motif chemokine ligand 25	Interferon lambda 1	O15444	Q8IU54	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000102970	ENSG00000019991	CCL17	HGF	C-C motif chemokine ligand 17	Hepatocyte growth factor	Q92583	P14210	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000102970	ENSG00000105246	CCL17	EBI3	C-C motif chemokine ligand 17	Epstein-Barr virus induced 3	Q92583	Q14213	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000102970	ENSG00000108700	CCL17	CCL8	C-C motif chemokine ligand 17	C-C motif chemokine ligand 8	Q92583	P80075	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000102970	ENSG00000118785	CCL17	SPP1	C-C motif chemokine ligand 17	Secreted phosphoprotein 1	Q92583	P10451	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000102970	ENSG00000130513	CCL17	GDF15	C-C motif chemokine ligand 17	Growth differentiation factor 15	Q92583	Q99988	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000102970	ENSG00000137747	CCL17	TMPRSS13	C-C motif chemokine ligand 17	Transmembrane serine protease 13	Q92583	Q9BYE2	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000113525	ENSG00000019991	IL5	HGF	Interleukin 5	Hepatocyte growth factor	P05113	P14210	ENSG00000100368	CSF2RB	betaGMR, CD131, IL3RB, IL5RB	P32927	Colony stimulating factor 2 receptor beta common subunit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000113525	ENSG00000105246	IL5	EBI3	Interleukin 5	Epstein-Barr virus induced 3	P05113	Q14213	ENSG00000100368	CSF2RB	betaGMR, CD131, IL3RB, IL5RB	P32927	Colony stimulating factor 2 receptor beta common subunit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000113525	ENSG00000108700	IL5	CCL8	Interleukin 5	C-C motif chemokine ligand 8	P05113	P80075	ENSG00000100368	CSF2RB	betaGMR, CD131, IL3RB, IL5RB	P32927	Colony stimulating factor 2 receptor beta common subunit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000113525	ENSG00000118785	IL5	SPP1	Interleukin 5	Secreted phosphoprotein 1	P05113	P10451	ENSG00000100368	CSF2RB	betaGMR, CD131, IL3RB, IL5RB	P32927	Colony stimulating factor 2 receptor beta common subunit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000113525	ENSG00000130513	IL5	GDF15	Interleukin 5	Growth differentiation factor 15	P05113	Q99988	ENSG00000100368	CSF2RB	betaGMR, CD131, IL3RB, IL5RB	P32927	Colony stimulating factor 2 receptor beta common subunit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000113525	ENSG00000137747	IL5	TMPRSS13	Interleukin 5	Transmembrane serine protease 13	P05113	Q9BYE2	ENSG00000100368	CSF2RB	betaGMR, CD131, IL3RB, IL5RB	P32927	Colony stimulating factor 2 receptor beta common subunit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000131142	ENSG00000019991	CCL25	HGF	C-C motif chemokine ligand 25	Hepatocyte growth factor	O15444	P14210	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000131142	ENSG00000105246	CCL25	EBI3	C-C motif chemokine ligand 25	Epstein-Barr virus induced 3	O15444	Q14213	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000131142	ENSG00000108700	CCL25	CCL8	C-C motif chemokine ligand 25	C-C motif chemokine ligand 8	O15444	P80075	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000131142	ENSG00000118785	CCL25	SPP1	C-C motif chemokine ligand 25	Secreted phosphoprotein 1	O15444	P10451	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000131142	ENSG00000130513	CCL25	GDF15	C-C motif chemokine ligand 25	Growth differentiation factor 15	O15444	Q99988	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	placenta	ENSG00000131142	ENSG00000137747	CCL25	TMPRSS13	C-C motif chemokine ligand 25	Transmembrane serine protease 13	O15444	Q9BYE2	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000102970	ENSG00000137747	CCL17	TMPRSS13	C-C motif chemokine ligand 17	Transmembrane serine protease 13	Q92583	Q9BYE2	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000102970	ENSG00000142224	CCL17	IL19	C-C motif chemokine ligand 17	Interleukin 19	Q92583	Q9UHD0	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000102970	ENSG00000151882	CCL17	CCL28	C-C motif chemokine ligand 17	C-C motif chemokine ligand 28	Q92583	Q9NRJ3	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000102970	ENSG00000161955	CCL17	TNFSF13	C-C motif chemokine ligand 17	TNF superfamily member 13	Q92583	O75888	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000102970	ENSG00000163735	CCL17	CXCL5	C-C motif chemokine ligand 17	C-X-C motif chemokine ligand 5	Q92583	P42830	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000102970	ENSG00000197110	CCL17	IFNL3	C-C motif chemokine ligand 17	Interferon lambda 3	Q92583	Q8IZI9	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000131142	ENSG00000137747	CCL25	TMPRSS13	C-C motif chemokine ligand 25	Transmembrane serine protease 13	O15444	Q9BYE2	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000131142	ENSG00000137747	CCL25	TMPRSS13	C-C motif chemokine ligand 25	Transmembrane serine protease 13	O15444	Q9BYE2	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000131142	ENSG00000142224	CCL25	IL19	C-C motif chemokine ligand 25	Interleukin 19	O15444	Q9UHD0	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000131142	ENSG00000142224	CCL25	IL19	C-C motif chemokine ligand 25	Interleukin 19	O15444	Q9UHD0	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000131142	ENSG00000151882	CCL25	CCL28	C-C motif chemokine ligand 25	C-C motif chemokine ligand 28	O15444	Q9NRJ3	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000131142	ENSG00000151882	CCL25	CCL28	C-C motif chemokine ligand 25	C-C motif chemokine ligand 28	O15444	Q9NRJ3	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000131142	ENSG00000161955	CCL25	TNFSF13	C-C motif chemokine ligand 25	TNF superfamily member 13	O15444	O75888	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000131142	ENSG00000161955	CCL25	TNFSF13	C-C motif chemokine ligand 25	TNF superfamily member 13	O15444	O75888	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000131142	ENSG00000163735	CCL25	CXCL5	C-C motif chemokine ligand 25	C-X-C motif chemokine ligand 5	O15444	P42830	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000131142	ENSG00000163735	CCL25	CXCL5	C-C motif chemokine ligand 25	C-X-C motif chemokine ligand 5	O15444	P42830	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000131142	ENSG00000197110	CCL25	IFNL3	C-C motif chemokine ligand 25	Interferon lambda 3	O15444	Q8IZI9	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	salivary gland	ENSG00000131142	ENSG00000197110	CCL25	IFNL3	C-C motif chemokine ligand 25	Interferon lambda 3	O15444	Q8IZI9	ENSG00000144648	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	O00590	Atypical chemokine receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	skeletal muscle	ENSG00000136244	ENSG00000138798	IL6	EGF	Interleukin 6	Epidermal growth factor	P05231	P01133	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	skeletal muscle	ENSG00000136244	ENSG00000197461	IL6	PDGFA	Interleukin 6	Platelet derived growth factor subunit A	P05231	P04085	ENSG00000160712	IL6R	CD126	P08887	Interleukin 6 receptor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000102970	ENSG00000090554	CCL17	FLT3LG	C-C motif chemokine ligand 17	Fms related tyrosine kinase 3 ligand	Q92583	P49771	ENSG00000179934	CCR8	CDw198, CKR-L1, CMKBR8, CMKBRL2, CY6, GPR-CY6, TER1	P51685	C-C motif chemokine receptor 8	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000102970	ENSG00000090554	CCL17	FLT3LG	C-C motif chemokine ligand 17	Fms related tyrosine kinase 3 ligand	Q92583	P49771	ENSG00000183813	CCR4	CC-CKR-4, CD194, ChemR13, CKR4, CMKBR4, k5-5	P51679	C-C motif chemokine receptor 4	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000102970	ENSG00000110944	CCL17	IL23A	C-C motif chemokine ligand 17	Interleukin 23 subunit alpha	Q92583	Q9NPF7	ENSG00000179934	CCR8	CDw198, CKR-L1, CMKBR8, CMKBRL2, CY6, GPR-CY6, TER1	P51685	C-C motif chemokine receptor 8	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000102970	ENSG00000110944	CCL17	IL23A	C-C motif chemokine ligand 17	Interleukin 23 subunit alpha	Q92583	Q9NPF7	ENSG00000183813	CCR4	CC-CKR-4, CD194, ChemR13, CKR4, CMKBR4, k5-5	P51679	C-C motif chemokine receptor 4	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000102970	ENSG00000111536	CCL17	IL26	C-C motif chemokine ligand 17	Interleukin 26	Q92583	Q9NPH9	ENSG00000179934	CCR8	CDw198, CKR-L1, CMKBR8, CMKBRL2, CY6, GPR-CY6, TER1	P51685	C-C motif chemokine receptor 8	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000102970	ENSG00000111536	CCL17	IL26	C-C motif chemokine ligand 17	Interleukin 26	Q92583	Q9NPH9	ENSG00000183813	CCR4	CC-CKR-4, CD194, ChemR13, CKR4, CMKBR4, k5-5	P51679	C-C motif chemokine receptor 4	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000102970	ENSG00000125726	CCL17	CD70	C-C motif chemokine ligand 17	CD70 molecule	Q92583	P32970	ENSG00000179934	CCR8	CDw198, CKR-L1, CMKBR8, CMKBRL2, CY6, GPR-CY6, TER1	P51685	C-C motif chemokine receptor 8	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000102970	ENSG00000125726	CCL17	CD70	C-C motif chemokine ligand 17	CD70 molecule	Q92583	P32970	ENSG00000183813	CCR4	CC-CKR-4, CD194, ChemR13, CKR4, CMKBR4, k5-5	P51679	C-C motif chemokine receptor 4	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000102970	ENSG00000138684	CCL17	IL21	C-C motif chemokine ligand 17	Interleukin 21	Q92583	Q9HBE4	ENSG00000179934	CCR8	CDw198, CKR-L1, CMKBR8, CMKBRL2, CY6, GPR-CY6, TER1	P51685	C-C motif chemokine receptor 8	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000102970	ENSG00000138684	CCL17	IL21	C-C motif chemokine ligand 17	Interleukin 21	Q92583	Q9HBE4	ENSG00000183813	CCR4	CC-CKR-4, CD194, ChemR13, CKR4, CMKBR4, k5-5	P51679	C-C motif chemokine receptor 4	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000102970	ENSG00000213927	CCL17	CCL27	C-C motif chemokine ligand 17	C-C motif chemokine ligand 27	Q92583	Q9Y4X3	ENSG00000179934	CCR8	CDw198, CKR-L1, CMKBR8, CMKBRL2, CY6, GPR-CY6, TER1	P51685	C-C motif chemokine receptor 8	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000102970	ENSG00000213927	CCL17	CCL27	C-C motif chemokine ligand 17	C-C motif chemokine ligand 27	Q92583	Q9Y4X3	ENSG00000183813	CCR4	CC-CKR-4, CD194, ChemR13, CKR4, CMKBR4, k5-5	P51679	C-C motif chemokine receptor 4	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000125726	ENSG00000090554	CD70	FLT3LG	CD70 molecule	Fms related tyrosine kinase 3 ligand	P32970	P49771	ENSG00000139193	CD27	S152, TNFRSF7, Tp55	P26842	CD27 molecule	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000125726	ENSG00000110944	CD70	IL23A	CD70 molecule	Interleukin 23 subunit alpha	P32970	Q9NPF7	ENSG00000139193	CD27	S152, TNFRSF7, Tp55	P26842	CD27 molecule	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000125726	ENSG00000111536	CD70	IL26	CD70 molecule	Interleukin 26	P32970	Q9NPH9	ENSG00000139193	CD27	S152, TNFRSF7, Tp55	P26842	CD27 molecule	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000125726	ENSG00000138684	CD70	IL21	CD70 molecule	Interleukin 21	P32970	Q9HBE4	ENSG00000139193	CD27	S152, TNFRSF7, Tp55	P26842	CD27 molecule	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000125726	ENSG00000213927	CD70	CCL27	CD70 molecule	C-C motif chemokine ligand 27	P32970	Q9Y4X3	ENSG00000139193	CD27	S152, TNFRSF7, Tp55	P26842	CD27 molecule	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000131142	ENSG00000090554	CCL25	FLT3LG	C-C motif chemokine ligand 25	Fms related tyrosine kinase 3 ligand	O15444	P49771	ENSG00000173585	CCR9	CDw199, GPR-9-6, GPR28	P51686	C-C motif chemokine receptor 9	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000131142	ENSG00000090554	CCL25	FLT3LG	C-C motif chemokine ligand 25	Fms related tyrosine kinase 3 ligand	O15444	P49771	ENSG00000184451	CCR10	GPR2	P46092	C-C motif chemokine receptor 10	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000131142	ENSG00000110944	CCL25	IL23A	C-C motif chemokine ligand 25	Interleukin 23 subunit alpha	O15444	Q9NPF7	ENSG00000173585	CCR9	CDw199, GPR-9-6, GPR28	P51686	C-C motif chemokine receptor 9	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000131142	ENSG00000110944	CCL25	IL23A	C-C motif chemokine ligand 25	Interleukin 23 subunit alpha	O15444	Q9NPF7	ENSG00000184451	CCR10	GPR2	P46092	C-C motif chemokine receptor 10	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000131142	ENSG00000111536	CCL25	IL26	C-C motif chemokine ligand 25	Interleukin 26	O15444	Q9NPH9	ENSG00000173585	CCR9	CDw199, GPR-9-6, GPR28	P51686	C-C motif chemokine receptor 9	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000131142	ENSG00000111536	CCL25	IL26	C-C motif chemokine ligand 25	Interleukin 26	O15444	Q9NPH9	ENSG00000184451	CCR10	GPR2	P46092	C-C motif chemokine receptor 10	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000131142	ENSG00000125726	CCL25	CD70	C-C motif chemokine ligand 25	CD70 molecule	O15444	P32970	ENSG00000173585	CCR9	CDw199, GPR-9-6, GPR28	P51686	C-C motif chemokine receptor 9	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000131142	ENSG00000125726	CCL25	CD70	C-C motif chemokine ligand 25	CD70 molecule	O15444	P32970	ENSG00000184451	CCR10	GPR2	P46092	C-C motif chemokine receptor 10	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000131142	ENSG00000138684	CCL25	IL21	C-C motif chemokine ligand 25	Interleukin 21	O15444	Q9HBE4	ENSG00000173585	CCR9	CDw199, GPR-9-6, GPR28	P51686	C-C motif chemokine receptor 9	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000131142	ENSG00000138684	CCL25	IL21	C-C motif chemokine ligand 25	Interleukin 21	O15444	Q9HBE4	ENSG00000184451	CCR10	GPR2	P46092	C-C motif chemokine receptor 10	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000131142	ENSG00000213927	CCL25	CCL27	C-C motif chemokine ligand 25	C-C motif chemokine ligand 27	O15444	Q9Y4X3	ENSG00000173585	CCR9	CDw199, GPR-9-6, GPR28	P51686	C-C motif chemokine receptor 9	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	T-reg	ENSG00000131142	ENSG00000213927	CCL25	CCL27	C-C motif chemokine ligand 25	C-C motif chemokine ligand 27	O15444	Q9Y4X3	ENSG00000184451	CCR10	GPR2	P46092	C-C motif chemokine receptor 10	NA	CL_0000795	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	urinary bladder	ENSG00000102970	ENSG00000111536	CCL17	IL26	C-C motif chemokine ligand 17	Interleukin 26	Q92583	Q9NPH9	ENSG00000179934	CCR8	CDw198, CKR-L1, CMKBR8, CMKBRL2, CY6, GPR-CY6, TER1	P51685	C-C motif chemokine receptor 8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	urinary bladder	ENSG00000102970	ENSG00000112115	CCL17	IL17A	C-C motif chemokine ligand 17	Interleukin 17A	Q92583	Q16552	ENSG00000179934	CCR8	CDw198, CKR-L1, CMKBR8, CMKBRL2, CY6, GPR-CY6, TER1	P51685	C-C motif chemokine receptor 8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	urinary bladder	ENSG00000102970	ENSG00000112116	CCL17	IL17F	C-C motif chemokine ligand 17	Interleukin 17F	Q92583	Q96PD4	ENSG00000179934	CCR8	CDw198, CKR-L1, CMKBR8, CMKBRL2, CY6, GPR-CY6, TER1	P51685	C-C motif chemokine receptor 8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	urinary bladder	ENSG00000102970	ENSG00000127318	CCL17	IL22	C-C motif chemokine ligand 17	Interleukin 22	Q92583	Q9GZX6	ENSG00000179934	CCR8	CDw198, CKR-L1, CMKBR8, CMKBRL2, CY6, GPR-CY6, TER1	P51685	C-C motif chemokine receptor 8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory B-cell	urinary bladder	ENSG00000102970	ENSG00000197919	CCL17	IFNA1	C-C motif chemokine ligand 17	Interferon alpha 1	Q92583	P01562	ENSG00000179934	CCR8	CDw198, CKR-L1, CMKBR8, CMKBRL2, CY6, GPR-CY6, TER1	P51685	C-C motif chemokine receptor 8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	adipose tissue	ENSG00000109471	ENSG00000108688	IL2	CCL7	Interleukin 2	C-C motif chemokine ligand 7	P60568	P80098	ENSG00000134460	IL2RA	CD25, IDDM10, IL2R	P01589	Interleukin 2 receptor subunit alpha	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	adipose tissue	ENSG00000109471	ENSG00000136244	IL2	IL6	Interleukin 2	Interleukin 6	P60568	P05231	ENSG00000134460	IL2RA	CD25, IDDM10, IL2R	P01589	Interleukin 2 receptor subunit alpha	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	basophil	ENSG00000109471	ENSG00000019991	IL2	HGF	Interleukin 2	Hepatocyte growth factor	P60568	P14210	ENSG00000134460	IL2RA	CD25, IDDM10, IL2R	P01589	Interleukin 2 receptor subunit alpha	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	basophil	ENSG00000109471	ENSG00000099985	IL2	OSM	Interleukin 2	Oncostatin M	P60568	P13725	ENSG00000134460	IL2RA	CD25, IDDM10, IL2R	P01589	Interleukin 2 receptor subunit alpha	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	basophil	ENSG00000109471	ENSG00000113520	IL2	IL4	Interleukin 2	Interleukin 4	P60568	P05112	ENSG00000134460	IL2RA	CD25, IDDM10, IL2R	P01589	Interleukin 2 receptor subunit alpha	NA	CL_0000767	NA	376|Eosinophils, basophils, and mast cells are each attractive possibilities because they can produce abundant IL-4 when activated by chitin, a polysaccharide present in helminth parasites, as well as in insects and crustaceans, which induces TH2 responses.;451|However, eosinophils and basophils that are recruited by chemokines produced by ILC2s are activated to produce IL-4 in response to the IL-5 and IL-13 produced by ILC2s, possibly providing an indirect mechanism by which TH2 differentiation is directed by ILC2s.;612|The specific IgE produced in response to the allergen binds to the high-affinity receptor for IgE on mast cells and basophils. IgE production can be amplified by these cells because, upon activation, they produce IL-4 and express CD40 ligand.;617|Basophils express high-affinity FcεRI on their cell surfaces and so have IgE bound. On activation by antigen binding to IgE or by cytokines, they release histamine from their granules and also produce IL-4 and IL-13.	NA	Positive	NA	35	NA	28.76
